Latitude,Longitude,Object Name
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.358498,129.394431,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
36.72463,129.474399,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
35.987252,129.556157,circular fish trap
